ufs_serial,run_id,wafer_no,split,health,reg_pred,risk,grade,anomaly_score,ci_low,ci_high,date
S16125,9,14,train,0.0037754912126771,0.002936374391511,LOW,grade1,27.1,0.0,0.013858,2025-10-13
S16126,58,13,test,0.0,0.0029864945306315,LOW,grade2,4.9,0.0,0.013908,2025-11-30
S16127,2,11,train,0.0018537375003263,0.001291912693006,LOW,grade1,16.5,0.0,0.012213,2025-10-02
S16128,2,13,train,0.0,0.0029798379854712,LOW,grade1,18.8,0.0,0.013901,2025-10-02
S16129,37,15,val,0.0,0.003501774610066,LOW,grade2,33.1,0.0,0.014423,2025-11-19
S16130,25,23,train,0.0,0.0035579231875498,LOW,grade2,32.4,0.0,0.014479,2025-11-08
S16131,53,16,val,0.0,0.0035174182953114,LOW,grade2,22.6,0.0,0.014439,2025-11-27
S16132,25,24,train,0.0,0.0035999439099313,MED,grade3,32.1,0.0,0.014521,2025-11-08
S16133,53,25,val,0.0,0.0031571260221513,LOW,grade2,35.7,0.0,0.014078,2025-11-27
S16134,25,16,train,0.0,0.0035768441860793,LOW,grade2,21.0,0.0,0.014498,2025-11-08
S16135,81,15,test,0.0,0.0030771563666173,LOW,grade2,21.4,0.0,0.013998,2025-12-12
S16136,81,17,test,0.0,0.0035708943091192,LOW,grade2,25.7,0.0,0.014492,2025-12-12
S16137,81,16,test,0.0,0.0035244576659157,LOW,grade2,29.9,0.0,0.014446,2025-12-12
S16138,25,25,train,0.0,0.0036280797152819,MED,grade3,36.6,0.0,0.014549,2025-11-08
S16139,6,21,train,0.0,0.0034635982746246,LOW,grade2,23.9,0.0,0.014385,2025-10-09
S16140,4,13,train,0.0,0.0031567770501853,LOW,grade2,28.7,0.0,0.014078,2025-10-05
S16141,32,12,val,0.0,0.0034974007595583,LOW,grade2,21.2,0.0,0.014419,2025-11-16
S16142,34,22,val,0.0,0.0035112716934766,LOW,grade2,21.9,0.0,0.014432,2025-11-17
S16143,4,5,train,0.0,0.0031606243363972,LOW,grade2,46.4,0.0,0.014082,2025-10-05
S16144,4,5,train,0.0,0.0034493190254921,LOW,grade2,29.8,0.0,0.014371,2025-10-05
S16145,61,7,test,0.0085492138851618,0.0035106139306036,LOW,grade2,59.2,0.0,0.014432,2025-12-02
S16146,6,21,train,0.0,0.0034125859849612,LOW,grade2,22.7,0.0,0.014334,2025-10-09
S16147,7,11,train,0.0,0.0034803976216119,LOW,grade2,36.7,0.0,0.014402,2025-10-10
S16148,5,10,train,0.0,0.0034730728091447,LOW,grade2,42.0,0.0,0.014394,2025-10-07
S16149,39,18,val,0.0,0.0029231109301301,LOW,grade1,59.3,0.0,0.013844,2025-11-20
S16150,67,18,test,0.0,0.0034511290376873,LOW,grade2,38.1,0.0,0.014372,2025-12-05
S16151,42,6,val,0.0,0.0025027938211122,LOW,grade1,64.8,0.0,0.013424,2025-11-21
S16152,16,18,train,0.0,0.0035955983477371,MED,grade3,39.9,0.0,0.014517,2025-10-25
S16153,16,14,train,0.0,0.0035579405593697,LOW,grade2,43.1,0.0,0.014479,2025-10-25
S16154,41,5,val,0.0,0.0034418145652188,LOW,grade2,14.3,0.0,0.014363,2025-11-21
S16155,69,10,test,0.0,0.0035911150161382,MED,grade3,39.8,0.0,0.014512,2025-12-06
S16156,13,8,train,0.0,0.0034304028002283,LOW,grade2,17.4,0.0,0.014352,2025-10-20
S16157,41,4,val,0.0,0.0034184138862371,LOW,grade2,22.0,0.0,0.01434,2025-11-21
S16158,26,16,train,0.0,0.0004824761867589,LOW,grade1,52.6,0.0,0.011404,2025-11-10
S16159,82,11,test,0.0,0.0003372506428458,LOW,grade1,20.4,0.0,0.011258,2025-12-13
S16160,54,9,val,0.0,0.0001255653364135,LOW,grade1,30.9,0.0,0.011047,2025-11-28
S16161,66,10,test,0.0,0.0011430180118138,LOW,grade1,25.2,0.0,0.012064,2025-12-04
S16162,43,18,val,0.0,0.0002202545902293,LOW,grade1,66.3,0.0,0.011141,2025-11-22
S16163,15,21,train,0.0,0.0,LOW,grade1,52.5,0.0,0.010921,2025-10-23
S16164,10,19,train,0.0,0.0013809890295146,LOW,grade1,36.7,0.0,0.012302,2025-10-15
S16165,66,19,test,0.0,0.0010972621785072,LOW,grade1,14.7,0.0,0.012018,2025-12-04
S16166,38,19,val,0.0,0.0010656569937923,LOW,grade1,39.7,0.0,0.011987,2025-11-19
S16167,15,16,train,0.0,0.0002725562531721,LOW,grade1,24.5,0.0,0.011194,2025-10-23
S16168,10,23,train,0.0,0.0002722475638608,LOW,grade1,46.0,0.0,0.011193,2025-10-15
S16169,15,15,train,0.0,0.0013747590901473,LOW,grade1,47.8,0.0,0.012296,2025-10-23
S16170,15,11,train,0.0,0.0002609462981861,LOW,grade1,22.2,0.0,0.011182,2025-10-23
S16171,43,3,val,0.0,0.0001225618555853,LOW,grade1,54.6,0.0,0.011044,2025-11-22
S16172,70,25,test,0.0,0.0011225712377355,LOW,grade1,33.9,0.0,0.012044,2025-12-06
S16173,43,10,val,0.0,0.0003333663396703,LOW,grade1,45.5,0.0,0.011255,2025-11-22
S16174,15,4,train,0.0,0.0010795075710167,LOW,grade1,48.4,0.0,0.012001,2025-10-23
S16175,43,17,val,0.0,0.0002851958755533,LOW,grade1,52.5,0.0,0.011206,2025-11-22
S16176,42,24,val,0.0,0.0001561558515953,LOW,grade1,30.3,0.0,0.011077,2025-11-21
S16177,70,24,test,0.0,0.0001299016628435,LOW,grade1,51.0,0.0,0.011051,2025-12-06
S16178,14,22,train,0.0,0.0006852754601054,LOW,grade1,19.7,0.0,0.011606,2025-10-21
S16179,15,3,train,0.0,0.0002252236105087,LOW,grade1,51.1,0.0,0.011146,2025-10-23
S16180,71,8,test,0.0,7.869562228758967e-05,LOW,grade1,22.2,0.0,0.011,2025-12-07
S16181,14,18,train,0.0,0.0004760181251753,LOW,grade1,31.1,0.0,0.011397,2025-10-21
S16182,15,24,train,0.0,0.0002694660197144,LOW,grade1,43.4,0.0,0.011191,2025-10-23
S16183,14,19,train,0.0,8.255718420490472e-05,LOW,grade1,32.1,0.0,0.011004,2025-10-21
S16184,15,24,train,0.0,0.0018093659131851,LOW,grade1,41.5,0.0,0.012731,2025-10-23
S16185,71,24,test,0.0,0.0002391103786282,LOW,grade1,45.6,0.0,0.01116,2025-12-07
S16186,71,15,test,0.0,0.0011300220786556,LOW,grade1,39.9,0.0,0.012051,2025-12-07
S16187,71,21,test,0.0,0.0002751545334788,LOW,grade1,33.9,0.0,0.011196,2025-12-07
S16188,15,6,train,0.0,0.0007014401798465,LOW,grade1,47.2,0.0,0.011623,2025-10-23
S16189,71,8,test,0.0,9.169361783206176e-05,LOW,grade1,15.8,0.0,0.011013,2025-12-07
S16190,15,8,train,0.0,0.0001223379905552,LOW,grade1,31.0,0.0,0.011044,2025-10-23
S16191,15,2,train,0.0,0.0011253704087865,LOW,grade1,24.5,0.0,0.012047,2025-10-23
S16192,15,2,train,0.0,0.0007021253939363,LOW,grade1,30.2,0.0,0.011623,2025-10-23
S16193,15,24,train,0.0,0.0002552351463064,LOW,grade1,42.8,0.0,0.011176,2025-10-23
S16194,71,2,test,0.0,0.000283112862927,LOW,grade1,57.7,0.0,0.011204,2025-12-07
S16195,15,24,train,0.0,0.0002413018698358,LOW,grade1,61.1,0.0,0.011163,2025-10-23
S16196,15,23,train,0.0,0.000169947795995,LOW,grade1,50.7,0.0,0.011091,2025-10-23
S16197,15,2,train,0.0,0.001089138951382,LOW,grade1,29.4,0.0,0.01201,2025-10-23
S16198,14,25,train,0.0,0.000595982718113,LOW,grade1,32.1,0.0,0.011517,2025-10-21
S16199,14,22,train,0.0,0.0011662974290454,LOW,grade1,22.2,0.0,0.012087,2025-10-21
S16200,70,20,test,0.0,0.0011320748567587,LOW,grade1,25.4,0.0,0.012053,2025-12-06
S16201,61,15,test,0.0,0.0034212511737864,LOW,grade2,23.2,0.0,0.014342,2025-12-02
S16202,61,9,test,0.0,0.0034032507364481,LOW,grade2,31.3,0.0,0.014324,2025-12-02
S16203,6,7,train,0.0,0.0034416008551556,LOW,grade2,11.6,0.0,0.014363,2025-10-09
S16204,34,13,val,0.0,0.0034080256966769,LOW,grade2,23.7,0.0,0.014329,2025-11-17
S16205,6,12,train,0.0,0.0029521841301265,LOW,grade1,16.9,0.0,0.013873,2025-10-09
S16206,60,17,test,0.0,0.0035950303495738,MED,grade3,41.1,0.0,0.014516,2025-12-01
S16207,6,6,train,0.0,0.002500889276939,LOW,grade1,23.0,0.0,0.013422,2025-10-09
S16208,6,18,train,0.0,0.0035673150315296,LOW,grade2,22.6,0.0,0.014489,2025-10-09
S16209,6,11,train,0.0,0.0035660080650958,LOW,grade2,33.4,0.0,0.014487,2025-10-09
S16210,35,11,val,0.0,0.0034343277860541,LOW,grade2,21.7,0.0,0.014356,2025-11-18
S16211,7,11,train,0.0,0.0034238646495685,LOW,grade2,16.5,0.0,0.014345,2025-10-10
S16212,63,11,test,0.0,0.0034826676497327,LOW,grade2,17.6,0.0,0.014404,2025-12-03
S16213,7,16,train,0.0,0.0034507107340432,LOW,grade2,37.0,0.0,0.014372,2025-10-10
S16214,74,11,test,0.0,0.0028947325764358,LOW,grade1,32.5,0.0,0.013816,2025-12-09
S16215,66,20,test,0.0,0.0029885742057315,LOW,grade2,16.3,0.0,0.01391,2025-12-04
S16216,2,3,train,0.0,0.0034731402906633,LOW,grade2,38.2,0.0,0.014394,2025-10-02
S16217,58,5,test,0.0,0.0036216859608487,MED,grade3,19.9,0.0,0.014543,2025-11-30
S16218,18,25,train,0.0,0.0022097242219933,LOW,grade1,29.4,0.0,0.013131,2025-10-28
S16219,21,10,train,0.0,0.0004977803480411,LOW,grade1,37.0,0.0,0.011419,2025-11-02
S16220,2,10,train,0.0,0.0010917412760742,LOW,grade1,19.5,0.0,0.012013,2025-10-02
S16221,30,11,val,0.0,0.0018638342869897,LOW,grade1,29.7,0.0,0.012785,2025-11-15
S16222,58,10,test,0.0,0.0011265668719759,LOW,grade1,29.7,0.0,0.012048,2025-11-30
S16223,2,9,train,0.0,0.0011930124683481,LOW,grade1,19.6,0.0,0.012114,2025-10-02
S16224,58,7,test,0.0,0.0018463315863209,LOW,grade1,20.1,0.0,0.012768,2025-11-30
S16225,38,14,val,0.0,0.001285274658971,LOW,grade1,36.9,0.0,0.012206,2025-11-19
S16226,58,9,test,0.0,0.0013985495221338,LOW,grade1,14.2,0.0,0.01232,2025-11-30
S16227,2,11,train,0.0,0.0013021380274167,LOW,grade1,25.6,0.0,0.012223,2025-10-02
S16228,2,10,train,0.0,0.0014337917910016,LOW,grade1,30.5,0.0,0.012355,2025-10-02
S16229,10,7,train,0.0,0.0011086462149449,LOW,grade1,16.1,0.0,0.01203,2025-10-15
S16230,66,14,test,0.0,0.0022144611169022,LOW,grade1,27.4,0.0,0.013136,2025-12-04
S16231,10,7,train,0.0,0.0011914470638605,LOW,grade1,13.1,0.0,0.012113,2025-10-15
S16232,2,11,train,0.0,0.0014231270337196,LOW,grade1,19.5,0.0,0.012344,2025-10-02
S16233,2,11,train,0.0,0.0014348395853798,LOW,grade1,27.8,0.0,0.012356,2025-10-02
S16234,66,14,test,0.0,0.0025366780847373,LOW,grade1,13.8,0.0,0.013458,2025-12-04
S16235,20,9,train,0.0,0.0007008227169838,LOW,grade1,54.2,0.0,0.011622,2025-10-31
S16236,48,9,val,0.0,0.0001137686667314,LOW,grade1,41.7,0.0,0.011035,2025-11-25
S16237,2,2,train,0.0,0.0028944629526518,LOW,grade1,29.7,0.0,0.013816,2025-10-02
S16238,31,3,val,0.0,0.0005848509495943,LOW,grade1,16.8,0.0,0.011506,2025-11-16
S16239,3,8,train,0.0,0.0022126471246759,LOW,grade1,42.4,0.0,0.013134,2025-10-04
S16240,3,3,train,0.0,0.0013593411348752,LOW,grade1,34.6,0.0,0.012281,2025-10-04
S16241,3,8,train,0.0,0.0017524612675168,LOW,grade1,33.3,0.0,0.012674,2025-10-04
S16242,3,3,train,0.0,0.0005806990669546,LOW,grade1,29.5,0.0,0.011502,2025-10-04
S16243,31,8,val,0.0,0.0021783136386221,LOW,grade1,27.8,0.0,0.0131,2025-11-16
S16244,57,20,test,0.0,0.0002234966403271,LOW,grade1,36.1,0.0,0.011145,2025-11-30
S16245,1,22,train,0.0,0.0002467471192836,LOW,grade1,44.8,0.0,0.011168,2025-10-01
S16246,29,4,val,0.0,0.0001928765575988,LOW,grade1,20.5,0.0,0.011114,2025-11-15
S16247,1,6,train,0.0,0.000275312047028,LOW,grade1,54.6,0.0,0.011197,2025-10-01
S16248,57,14,test,0.0,0.0002467352794579,LOW,grade1,37.0,0.0,0.011168,2025-11-30
S16249,29,12,val,0.0,0.000284692182681,LOW,grade1,38.2,0.0,0.011206,2025-11-15
S16250,57,14,test,0.0,0.0002364087683787,LOW,grade1,37.0,0.0,0.011158,2025-11-30
S16251,29,8,val,0.0,0.0001664245851375,LOW,grade1,19.7,0.0,0.011088,2025-11-15
S16252,1,8,train,0.0,0.0001975871637009,LOW,grade1,27.2,0.0,0.011119,2025-10-01
S16253,57,11,test,0.0,0.0002134051465332,LOW,grade1,21.7,0.0,0.011135,2025-11-30
S16254,29,13,val,0.0,0.0001008913526765,LOW,grade1,14.7,0.0,0.011022,2025-11-15
S16255,29,10,val,0.0,0.0001763041860831,LOW,grade1,45.8,0.0,0.011098,2025-11-15
S16256,1,8,train,0.0,0.0001799576611242,LOW,grade1,20.7,0.0,0.011101,2025-10-01
S16257,25,11,train,0.0,0.0035132231235736,LOW,grade2,30.3,0.0,0.014434,2025-11-08
S16258,53,11,val,0.0,0.0035268756594907,LOW,grade2,42.1,0.0,0.014448,2025-11-27
S16259,23,17,train,0.0,0.0001682259967789,LOW,grade1,37.0,0.0,0.011089,2025-11-05
S16260,23,21,train,0.0,0.0002129702799245,LOW,grade1,37.2,0.0,0.011134,2025-11-05
S16261,79,20,test,0.0,0.0001350144633428,LOW,grade1,41.8,0.0,0.011056,2025-12-11
S16262,23,22,train,0.0,0.0001389004382344,LOW,grade1,20.2,0.0,0.01106,2025-11-05
S16263,23,19,train,0.0,0.0001221192900913,LOW,grade1,30.9,0.0,0.011043,2025-11-05
S16264,23,21,train,0.0,0.0001084693795337,LOW,grade1,43.5,0.0,0.01103,2025-11-05
S16265,79,22,test,0.0,0.0001228582819695,LOW,grade1,18.8,0.0,0.011044,2025-12-11
S16266,51,21,val,0.0,0.0001017216895886,LOW,grade1,45.2,0.0,0.011023,2025-11-26
S16267,23,20,train,0.0,0.0001533302779734,LOW,grade1,46.7,0.0,0.011075,2025-11-05
S16268,23,23,train,0.0,0.0002195774558204,LOW,grade1,54.8,0.0,0.011141,2025-11-05
S16269,51,20,val,0.0,0.0001230305905804,LOW,grade1,35.3,0.0,0.011044,2025-11-26
S16270,55,3,val,0.0,0.0002081915317136,LOW,grade1,43.3,0.0,0.011129,2025-11-28
S16271,27,3,train,0.0,0.0001939628935317,LOW,grade1,39.0,0.0,0.011115,2025-11-11
S16272,21,24,train,0.0055271966992515,0.0030108495280679,LOW,grade2,45.5,0.0,0.013932,2025-11-02
S16273,54,1,val,0.0,0.0029581527739568,LOW,grade1,43.3,0.0,0.013879,2025-11-28
S16274,54,3,val,0.0055302103037721,0.0030103174232187,LOW,grade2,28.1,0.0,0.013932,2025-11-28
S16275,26,1,train,0.0036968026747892,0.0031740965579179,LOW,grade2,21.6,0.0,0.014095,2025-11-10
S16276,48,5,val,0.0169566700784715,0.0017730362291162,LOW,grade1,57.4,0.0,0.012694,2025-11-25
S16277,21,2,train,0.0018805669701303,0.0028930999155343,LOW,grade1,33.8,0.0,0.013814,2025-11-02
S16278,21,2,train,0.0036778445019184,0.0029143132735965,LOW,grade1,50.3,0.0,0.013836,2025-11-02
S16279,49,6,val,0.0018504452983051,0.0028995631865597,LOW,grade1,26.4,0.0,0.013821,2025-11-25
S16280,21,2,train,0.0055986121750101,0.0029113503198469,LOW,grade1,32.4,0.0,0.013833,2025-11-02
S16281,20,5,train,0.0,0.0021698208285064,LOW,grade1,68.0,0.0,0.013091,2025-10-31
S16282,77,2,test,0.0018467941214722,0.0029081664189797,LOW,grade1,35.6,0.0,0.013829,2025-12-10
S16283,21,1,train,0.001885532615541,0.0034399784217388,LOW,grade2,61.2,0.0,0.014361,2025-11-02
S16284,49,6,val,0.0075180008470986,0.0028983079709182,LOW,grade1,43.7,0.0,0.01382,2025-11-25
S16285,47,22,val,0.0055620838229533,0.0030120229108891,LOW,grade2,39.1,0.0,0.013933,2025-11-24
S16286,19,22,train,0.0,0.0034723137906085,LOW,grade2,38.1,0.0,0.014394,2025-10-29
S16287,19,22,train,0.0055717488789237,0.003148519623244,LOW,grade2,22.5,0.0,0.01407,2025-10-29
S16288,19,22,train,0.0,0.0031585857694098,LOW,grade2,18.0,0.0,0.01408,2025-10-29
S16289,49,6,val,0.0037285859506581,0.0029225281624541,LOW,grade1,52.8,0.0,0.013844,2025-11-25
S16290,19,22,train,0.0018626789595982,0.0031687262793446,LOW,grade2,31.6,0.0,0.01409,2025-10-29
S16291,77,24,test,0.0037027517331038,0.0029059540780937,LOW,grade1,27.8,0.0,0.013827,2025-12-10
S16292,77,4,test,0.0,0.0010800307455144,LOW,grade1,33.7,0.0,0.012001,2025-12-10
S16293,49,4,val,0.0018632865074812,0.0013505322488108,LOW,grade1,38.0,0.0,0.012272,2025-11-25
S16294,77,4,test,0.0037554641247388,0.0018417759874632,LOW,grade1,64.0,0.0,0.012763,2025-12-10
S16295,77,4,test,0.0,0.0010724887865243,LOW,grade1,40.1,0.0,0.011994,2025-12-10
S16296,75,25,test,0.0,0.002709782413604,LOW,grade1,34.2,0.0,0.013631,2025-12-09
S16297,21,19,train,0.0,0.0030743910954493,LOW,grade2,30.5,0.0,0.013996,2025-11-02
S16298,76,5,test,0.0,0.0018101900785902,LOW,grade1,63.5,0.0,0.012731,2025-12-10
S16299,21,16,train,0.0,0.0006325530864396,LOW,grade1,38.4,0.0,0.011554,2025-11-02
S16300,82,25,test,0.0,0.0021560256210574,LOW,grade1,35.7,0.0,0.013077,2025-12-13
S16301,48,5,val,0.0,0.0018194231431604,LOW,grade1,54.1,0.0,0.012741,2025-11-25
S16302,20,5,train,0.0037645953817428,0.001761175111527,LOW,grade1,37.1,0.0,0.012682,2025-10-31
S16303,77,6,test,0.0018671295044029,0.0031484986747501,LOW,grade2,42.4,0.0,0.01407,2025-12-10
S16304,26,25,train,0.0018323323710823,0.0025506425451945,LOW,grade1,34.9,0.0,0.013472,2025-11-10
S16305,21,6,train,0.0,0.0029054470956264,LOW,grade1,46.5,0.0,0.013827,2025-11-02
S16306,28,23,train,0.0,0.003059121748439,LOW,grade2,40.9,0.0,0.01398,2025-11-13
S16307,84,25,test,0.0,0.0013639403310936,LOW,grade1,15.4,0.0,0.012285,2025-12-14
S16308,56,18,val,0.0,0.0029767765014273,LOW,grade1,34.0,0.0,0.013898,2025-11-29
S16309,28,23,train,0.0,0.0017674796396561,LOW,grade1,41.1,0.0,0.012689,2025-11-13
S16310,56,20,val,0.0,0.003033131799213,LOW,grade2,28.7,0.0,0.013954,2025-11-29
S16311,28,21,train,0.0018927060364755,0.0017868182908078,LOW,grade1,34.8,0.0,0.012708,2025-11-13
S16312,28,18,train,0.0094894413258487,0.0030611880236491,LOW,grade2,18.0,0.0,0.013982,2025-11-13
S16313,28,20,train,0.0,0.0021483234593794,LOW,grade1,15.5,0.0,0.01307,2025-11-13
S16314,56,16,val,0.0,0.0017563523333494,LOW,grade1,39.7,0.0,0.012678,2025-11-29
S16315,56,14,val,0.0,0.0017835569895567,LOW,grade1,44.2,0.0,0.012705,2025-11-29
S16316,56,15,val,0.0,0.0029781488737523,LOW,grade1,27.2,0.0,0.013899,2025-11-29
S16317,28,15,train,0.0036820951640088,0.0029253897668535,LOW,grade1,31.2,0.0,0.013847,2025-11-13
S16318,84,20,test,0.0073625539321889,0.0021374905131847,LOW,grade1,38.4,0.0,0.013059,2025-12-14
S16319,28,14,train,0.0037710223112497,0.0018173789173624,LOW,grade1,35.9,0.0,0.012739,2025-11-13
S16320,28,15,train,0.0,0.0029471500455097,LOW,grade1,33.1,0.0,0.013868,2025-11-13
S16321,84,19,test,0.0,0.0030308833252885,LOW,grade2,28.3,0.0,0.013952,2025-12-14
S16322,28,19,train,0.0018623020601482,0.0029918060021367,LOW,grade2,21.2,0.0,0.013913,2025-11-13
S16323,28,18,train,0.0,0.0025174512970672,LOW,grade1,40.4,0.0,0.013439,2025-11-13
S16324,28,12,train,0.0,0.0006938169728724,LOW,grade1,37.3,0.0,0.011615,2025-11-13
S16325,16,7,train,0.0,0.000599281204213,LOW,grade1,32.2,0.0,0.01152,2025-10-25
S16326,28,14,train,0.0,0.0018162327453015,LOW,grade1,26.4,0.0,0.012737,2025-11-13
S16327,16,7,train,0.0,0.0011706153388999,LOW,grade1,47.3,0.0,0.012092,2025-10-25
S16328,72,8,test,0.0,0.000326125435111,LOW,grade1,28.6,0.0,0.011247,2025-12-08
S16329,16,3,train,0.0,0.000326347497414,LOW,grade1,41.2,0.0,0.011248,2025-10-25
S16330,23,12,train,0.0,0.0029256079727145,LOW,grade1,56.7,0.0,0.013847,2025-11-05
S16331,51,11,val,0.0055295950155763,0.0018021566059457,LOW,grade1,37.3,0.0,0.012723,2025-11-26
S16332,51,11,val,0.0,0.0018145206599938,LOW,grade1,41.9,0.0,0.012736,2025-11-26
S16333,16,1,train,0.0,0.00046709301845,LOW,grade1,54.2,0.0,0.011388,2025-10-25
S16334,72,4,test,0.0,0.0005940983220077,LOW,grade1,36.9,0.0,0.011515,2025-12-08
S16335,23,14,train,0.0018500113531883,0.0030211008602707,LOW,grade2,33.8,0.0,0.013942,2025-11-05
S16336,23,14,train,0.0018447992991989,0.0030571517565974,LOW,grade2,53.9,0.0,0.013978,2025-11-05
S16337,23,14,train,0.0073374449599356,0.002723752055725,LOW,grade1,36.4,0.0,0.013645,2025-11-05
S16338,51,12,val,0.0,0.0030277037702944,LOW,grade2,36.4,0.0,0.013949,2025-11-26
S16339,84,12,test,0.0,0.001138192247241,LOW,grade1,27.5,0.0,0.012059,2025-12-14
S16340,16,7,train,0.0,0.0011591498835247,LOW,grade1,32.2,0.0,0.01208,2025-10-25
S16341,28,24,train,0.0,0.0018391148449334,LOW,grade1,28.1,0.0,0.01276,2025-11-13
S16342,28,14,train,0.0,0.0018627845660067,LOW,grade1,36.7,0.0,0.012784,2025-11-13
S16343,23,7,train,0.0,0.0030624976960643,LOW,grade2,19.5,0.0,0.013984,2025-11-05
S16344,23,13,train,0.0093723009847516,0.0031683063906966,LOW,grade2,40.0,0.0,0.01409,2025-11-05
S16345,51,10,val,0.0018943292092604,0.0013832775291565,LOW,grade1,32.1,0.0,0.012304,2025-11-26
S16346,56,10,val,0.0,0.0010725877696437,LOW,grade1,29.7,0.0,0.011994,2025-11-29
S16347,28,2,train,0.0,0.0025103835370143,LOW,grade1,41.4,0.0,0.013432,2025-11-13
S16348,23,11,train,0.0018705025140758,0.0017572272438147,LOW,grade1,44.0,0.0,0.012678,2025-11-05
S16349,23,7,train,0.0,0.0030277512085151,LOW,grade2,28.7,0.0,0.013949,2025-11-05
S16350,23,13,train,0.0036718937588888,0.0022095699717252,LOW,grade1,17.7,0.0,0.013131,2025-11-05
S16351,51,12,val,0.0,0.0030347459968238,LOW,grade2,27.0,0.0,0.013956,2025-11-26
S16352,28,5,train,0.0,0.0006017103930824,LOW,grade1,47.5,0.0,0.011523,2025-11-13
S16353,84,3,test,0.0,0.0018186768400425,LOW,grade1,37.8,0.0,0.01274,2025-12-14
S16354,28,6,train,0.0,0.0013263905679457,LOW,grade1,37.1,0.0,0.012248,2025-11-13
S16355,28,3,train,0.0,0.0011162724466941,LOW,grade1,20.0,0.0,0.012037,2025-11-13
S16356,56,3,val,0.0075624434148159,0.0013111328729389,LOW,grade1,32.9,0.0,0.012232,2025-11-29
S16357,28,4,train,0.0,0.0014034152106425,LOW,grade1,25.1,0.0,0.012325,2025-11-13
S16358,23,22,train,0.0,0.0001099050910593,LOW,grade1,60.5,0.0,0.011031,2025-11-05
S16359,65,15,test,0.0,0.0017811097379994,LOW,grade1,46.6,0.0,0.012702,2025-12-04
S16360,2,10,train,0.0,0.0011674664735699,LOW,grade1,54.7,0.0,0.012089,2025-10-02
S16361,10,1,train,0.0,0.0011327226062578,LOW,grade1,40.2,0.0,0.012054,2025-10-15
S16362,49,10,val,0.0,0.0011659103983405,LOW,grade1,76.9,0.0,0.012087,2025-11-25
S16363,4,22,train,0.0,0.0036142815042914,MED,grade3,60.7,0.0,0.014535,2025-10-05
S16364,4,19,train,0.0,0.0035957326320994,MED,grade3,42.5,0.0,0.014517,2025-10-05
S16365,2,2,train,0.0,0.0011916297733142,LOW,grade1,69.9,0.0,0.012113,2025-10-02
S16366,78,9,test,0.0,0.0021478344824276,LOW,grade1,45.5,0.0,0.013069,2025-12-11
S16367,20,9,train,0.0,0.0004884097042985,LOW,grade1,51.5,0.0,0.01141,2025-10-31
S16368,18,11,train,0.0,0.0018032806113408,LOW,grade1,26.9,0.0,0.012724,2025-10-28
S16369,75,22,test,0.0,0.0025016150878518,LOW,grade1,46.7,0.0,0.013423,2025-12-09
S16370,17,3,train,0.0,0.0029010269097898,LOW,grade1,42.4,0.0,0.013822,2025-10-26
S16371,57,14,test,0.0,0.0034124684907228,LOW,grade2,47.4,0.0,0.014334,2025-11-30
S16372,1,17,train,0.0,0.0001978860289127,LOW,grade1,25.6,0.0,0.011119,2025-10-01
S16373,10,10,train,0.0,0.0022112754236683,LOW,grade1,65.9,0.0,0.013132,2025-10-15
S16374,33,20,val,0.0,0.0029296474335864,LOW,grade1,65.6,0.0,0.013851,2025-11-17
S16375,11,9,train,0.0,0.0029955423163135,LOW,grade2,49.9,0.0,0.013917,2025-10-17
S16376,16,14,train,0.0,0.0030175373051326,LOW,grade2,80.6,0.0,0.013939,2025-10-25
S16377,23,3,train,0.0,0.0031756710337827,LOW,grade2,50.8,0.0,0.014097,2025-11-05
S16378,32,5,val,0.0,0.0029342860391091,LOW,grade1,69.9,0.0,0.013855,2025-11-16
S16379,84,20,test,0.0,0.0013979715082833,LOW,grade1,48.5,0.0,0.012319,2025-12-14
S16380,1,20,train,0.0,0.0001847373923469,LOW,grade1,51.1,0.0,0.011106,2025-10-01
S16381,1,22,train,0.0,0.0002320606410863,LOW,grade1,35.1,0.0,0.011153,2025-10-01
S16382,29,20,val,0.0,0.0002129878575392,LOW,grade1,47.9,0.0,0.011134,2025-11-15
S16383,1,6,train,0.0,0.0002077429292524,LOW,grade1,37.9,0.0,0.011129,2025-10-01
S16384,1,5,train,0.0,0.0002102374740164,LOW,grade1,27.5,0.0,0.011131,2025-10-01
S16385,1,6,train,0.0,0.0002751534772248,LOW,grade1,40.5,0.0,0.011196,2025-10-01
S16386,29,14,val,0.0,0.0002549901402133,LOW,grade1,51.5,0.0,0.011176,2025-11-15
S16387,1,16,train,0.0,0.0002800526187151,LOW,grade1,33.4,0.0,0.011201,2025-10-01
S16388,1,1,train,0.0,0.0002195316942578,LOW,grade1,32.9,0.0,0.011141,2025-10-01
S16389,1,11,train,0.0,0.0001867808686853,LOW,grade1,36.6,0.0,0.011108,2025-10-01
S16390,1,8,train,0.0,0.0002794813048888,LOW,grade1,25.6,0.0,0.011201,2025-10-01
S16391,1,16,train,0.0,0.0002570271585425,LOW,grade1,28.1,0.0,0.011178,2025-10-01
S16392,53,6,val,0.0,0.0035730401028413,LOW,grade2,49.7,0.0,0.014494,2025-11-27
S16393,26,11,train,0.0,0.0005929728467978,LOW,grade1,46.9,0.0,0.011514,2025-11-10
S16394,21,24,train,0.0,0.0029252891915151,LOW,grade1,34.4,0.0,0.013846,2025-11-02
