ufs_serial,run_id,wafer_no,split,health,reg_pred,risk
S31954,25,15,train,0.0881838909145752,0.003460790273530242,MED
S31955,25,1,train,0.0,0.004305929875002033,HIGH
S31956,25,15,train,0.0,0.0034115340727000967,MED
S31962,25,22,train,0.0,0.003885405431327862,MED
S31963,25,23,train,0.0022311407997988,0.003966773234509698,HIGH
S31965,25,25,train,0.0,0.0045920227159992645,HIGH
S31966,25,25,train,0.0,0.004552845376682597,HIGH
S31967,25,10,train,0.0,0.004025705487544434,HIGH
S31968,25,9,train,0.0,0.00459852739928541,HIGH
S31969,25,20,train,0.0,0.0026211735114191324,MED
S31970,25,21,train,0.0044170121623363,0.003597855909487509,MED
S31973,9,11,train,0.0,0.003500249496320178,MED
S31978,9,11,train,0.0,0.0039496447968795124,HIGH
S31980,2,17,train,0.0,0.0035327695976164497,MED
S31985,21,8,train,0.0,0.0030453301691593603,MED
S31986,21,8,train,0.0044830510003427,0.0028649489783752697,MED
S31989,20,11,train,0.0,0.002842415290276063,MED
S31993,21,8,train,0.0,0.003165152200264503,MED
S31994,18,11,train,0.0,0.002067432483903143,MED
S31995,18,9,train,0.0043484918082988,0.0024257368563117584,MED
S31996,18,9,train,0.0,0.002178665472923007,MED
S31997,2,4,train,0.0022126947238138,0.002389858292906115,MED
S31998,2,4,train,0.0,0.002223631896719471,MED
S32000,2,20,train,0.0065904630562775,0.002168368476923477,MED
S32002,2,20,train,0.0,0.0030421313104069692,MED
S32003,2,4,train,0.0,0.0017278056122728021,MED
S32004,2,4,train,0.0,0.003117023568464302,MED
S32005,18,16,train,0.0,0.0026712942969814033,MED
S32006,2,14,train,0.0022306300969,0.003102643267730147,MED
S32008,28,15,train,0.0022014918761849,0.002263525847210649,MED
S32009,28,15,train,0.0,0.0025898536635159167,MED
S32012,28,16,train,0.0,0.0021254968088355655,MED
S32014,28,20,train,0.0,0.003106428748833453,MED
S32015,28,16,train,0.0,0.002608044407070781,MED
S32016,28,21,train,0.0,0.002941208801246807,MED
S32017,28,21,train,0.0,0.00385824336238007,MED
S32019,28,20,train,0.0022078585548966,0.0024404020278711675,MED
S32021,28,25,train,0.0,0.0017905894822249962,MED
S32022,28,25,train,0.0,0.0027773138337187876,MED
S32024,28,25,train,0.0,0.0020638569234827423,MED
S32025,28,25,train,0.0022055658363621,0.0024491215137359326,MED
S32026,28,19,train,0.0022415558291726,0.002909528734514124,MED
S32028,28,6,train,0.0,0.00288207054710749,MED
S32030,28,6,train,0.0,0.0017916284619714567,MED
S32031,28,2,train,0.0,0.0019570794320197676,MED
S32032,28,2,train,0.0,0.002056640666427258,MED
S32035,28,5,train,0.0,0.0007958324359137126,MED
S32036,28,2,train,0.0,0.003685539020256603,MED
S32037,28,10,train,0.0,0.0014862698855843406,MED
S32040,20,14,train,0.0044336799097206,0.00127904113267854,MED
S32041,3,17,train,0.0134077910866515,0.0020667965673755208,MED
S32042,3,17,train,0.0,0.003124779461908824,MED
S32043,3,22,train,0.0044108967788028,0.0021781202599014306,MED
S32046,3,9,train,0.0066225165562913,0.00231642336046465,MED
S32048,3,9,train,0.0,0.002701643258237852,MED
S32051,3,24,train,0.0,0.0035091548828395706,MED
S32052,3,24,train,0.0,0.002738276122546393,MED
S32053,3,9,train,0.0,0.002848041035889364,MED
S32054,3,16,train,0.0,0.0023612353973092594,MED
S32055,3,14,train,0.0,0.0021855271857063306,MED
S32056,3,14,train,0.0,0.002858056391431772,MED
S32058,5,19,train,0.0021865857145999,0.0037603996374075306,MED
S32059,5,14,train,0.0,0.003488706599831775,MED
S32060,6,18,train,0.0,0.00459897720502785,HIGH
S32063,5,21,train,0.0,0.0026890386877781174,MED
S32066,6,11,train,0.002232042610906,0.004654419994900055,HIGH
S32069,7,11,train,0.0,0.002587552523271285,MED
S32073,7,11,train,0.0,0.0035970193207436386,MED
S32076,7,22,train,0.0022283797840668,0.0031085387462819014,MED
S32078,7,21,train,0.0,0.004191312931164891,HIGH
S32079,7,5,train,0.0021910102452873,0.002627385329785363,MED
S32081,8,6,train,0.006546795758414,0.003793869308503207,MED
S32085,8,8,train,0.0,0.0033984612654057392,MED
S32086,6,18,train,0.0022059769992498,0.0033931349882789733,MED
S32089,8,5,train,0.0,0.0032435173813325736,MED
S32090,8,25,train,0.0,0.002890576867644701,MED
S32091,8,3,train,0.0,0.0027542434723936836,MED
S32092,10,8,train,0.0,0.002485375151898289,MED
S32096,6,11,train,0.0043888116210786,0.0030087842027730904,MED
S32098,7,24,train,0.0,0.0021779782190158295,MED
S32101,4,25,train,0.0,0.002788483479889868,MED
S32102,5,10,train,0.0,0.0028864287269376714,MED
S32103,11,15,train,0.002175502182068,0.0025077637464499328,MED
S32105,11,13,train,0.00218160429122,0.0030209744700426915,MED
S32106,11,21,train,0.0,0.003681895526298834,MED
S32107,11,22,train,0.0043459821526165,0.003212890994731596,MED
S32110,14,22,train,0.0,0.0017466724433491338,MED
S32112,12,18,train,0.008943956305984,0.002457457541623968,MED
S32114,14,1,train,0.0,0.0035853321670829205,MED
S32115,15,8,train,0.0,0.0024430292199310822,MED
S32116,12,20,train,0.0,0.0028929264410055187,MED
S32118,12,19,train,0.0,0.0027897013577422463,MED
S32120,16,18,train,0.0,0.0031049893410712804,MED
S32122,16,11,train,0.0087089849739343,0.0037470432843264906,MED
S32124,16,19,train,0.0,0.0032983257581083603,MED
S32125,13,5,train,0.0044684198696336,0.0029050912614935385,MED
S32127,16,13,train,0.0,0.003958288731496057,HIGH
S32129,16,14,train,0.0,0.0034182319704993557,MED
S32131,13,8,train,0.0022165433519308,0.0030315597560339417,MED
S32132,13,5,train,0.0,0.0025830406610112978,MED
S32133,13,10,train,0.0044119539984997,0.00288678336948107,MED
S32134,16,13,train,0.0,0.00398743533391239,HIGH
S32135,16,11,train,0.0,0.002631361267541022,MED
S32136,13,4,train,0.0,0.0033708341349239527,MED
S32137,13,5,train,0.0,0.0033996809984705684,MED
S32138,13,8,train,0.0,0.0029525950155647046,MED
S32140,13,2,train,0.0,0.004322097855069081,HIGH
S32141,17,2,train,0.0022212389776043,0.003324877439648035,MED
S32144,11,11,train,0.0021883765064352,0.002190052578007754,MED
S32145,11,13,train,0.0044430736772469,0.003166918452418165,MED
S32147,28,21,train,0.0087418429986104,0.002070217506806151,MED
S32150,20,14,train,0.0,0.0016552620841621794,MED
S32151,5,2,train,0.0,0.0018338397891200493,MED
S32152,2,2,train,0.0,0.0019581808925897616,MED
S32154,1,23,train,0.004435222988198,0.0016892470344295808,MED
S32156,1,16,train,0.0,0.0033484298118845964,MED
S32157,1,13,train,0.0,0.0029856374929156954,MED
S32158,1,13,train,0.0,0.0026494546069415507,MED
S32159,13,8,train,0.0,0.003371245737536252,MED
S32162,16,12,train,0.0,0.0033833963441736673,MED
S32163,16,11,train,0.0,0.0031840668724380664,MED
S32166,13,8,train,0.0,0.003490772121144529,MED
S32167,16,12,train,0.0,0.0031655641494049034,MED
S32168,16,14,train,0.0,0.0037004253198269325,MED
S32169,13,8,train,0.0,0.0037730646559971095,MED
S32170,13,2,train,0.0,0.004160597942735171,HIGH
S32171,13,5,train,0.0055081763724724,0.003896401431762679,MED
S32175,13,5,train,0.002697319504822,0.0031912961664110184,MED
S32177,13,6,train,0.0,0.0025473289464939407,MED
S32179,22,22,train,0.0162761376103224,0.0016847764445481492,MED
S32181,24,10,train,0.0,0.003776610732947705,MED
S32183,24,16,train,0.0027350822450787,0.0033045739661459886,MED
S32184,24,14,train,0.0,0.003240863378760344,MED
S32185,24,11,train,0.0,0.004169092485320525,HIGH
S32186,24,7,train,0.0054142972307558,0.0035331149889365984,MED
S32189,14,23,train,0.0,0.0011360849037896012,MED
S32190,14,23,train,0.0,0.0012601857868993092,MED
S32191,15,22,train,0.0,0.000999682900926525,MED
S32192,15,4,train,0.0,0.0004116219521291444,MED
S32193,11,6,train,0.0,0.0024543579827582037,MED
S32194,11,11,train,0.0,0.0021934930705144813,MED
S32199,28,15,train,0.0,0.0019718990041995748,MED
S32200,28,5,train,0.0,0.0008894681202397432,MED
S32201,20,14,train,0.0,0.0026235488258119465,MED
S32202,23,13,train,0.0,0.0020398985025615467,MED
S32205,20,11,train,0.0,0.0008645825592076087,MED
S32206,6,22,train,0.0,0.00202589562620161,MED
S32207,19,25,train,0.0,0.002795704667053933,MED
S32208,18,16,train,0.0,0.0016581085491108225,MED
S32209,21,2,train,0.0,0.00202331925236272,MED
S32210,22,17,train,0.0,0.0027328759568679244,MED
S32214,28,19,train,0.0026987255716465,0.002525623858461276,MED
S32215,28,15,train,0.0027566086503155,0.0029519659513731833,MED
S32216,28,15,train,0.0,0.002056809887202543,MED
S32217,28,18,train,0.0,0.002739939575295093,MED
S32220,28,25,train,0.0,0.0033584991518348984,MED
S32223,28,2,train,0.0,0.0019088880289440426,MED
S32224,28,8,train,0.0,0.001650771446907448,MED
S32225,28,12,train,0.0,0.0014909436844549053,MED
S32226,1,19,train,0.0,0.0007381461094684547,MED
S32227,1,18,train,0.0,0.0010965772513936538,MED
S32228,4,20,train,0.0,0.004172679141785182,HIGH
S32230,4,21,train,0.0,0.0037893441954496678,MED
S32231,4,19,train,0.002748741773132,0.004078884852161748,HIGH
S32232,4,22,train,0.0,0.0030244265891229585,MED
S32235,4,19,train,0.0,0.004258008188268206,HIGH
S32236,5,2,train,0.0,0.0031558179839793264,MED
S32238,4,20,train,0.0,0.004133369575601977,HIGH
S32239,4,5,train,0.0081146831681551,0.004616756871118072,HIGH
S32240,4,19,train,0.0026885646743158,0.00442995173284666,HIGH
S32241,4,21,train,0.0,0.003569560194530748,MED
S32242,4,14,train,0.0,0.004053724285988795,HIGH
S32245,4,15,train,0.0,0.004846255470780209,HIGH
S32246,6,21,train,0.0,0.0028919564930317775,MED
S32247,5,2,train,0.0,0.00350695331955338,MED
S32248,5,2,train,0.0,0.003115296563522026,MED
S32249,4,21,train,0.0,0.0039329869111306434,MED
S32251,4,19,train,0.010961865060985,0.003591604894340144,MED
S32254,5,9,train,0.0,0.003374912681855099,MED
S32257,5,25,train,0.0,0.003221245210622911,MED
S32258,5,5,train,0.0026857751190225,0.0034533627602159837,MED
S32259,5,25,train,0.0026924973047939,0.004155565634598279,HIGH
S32260,5,8,train,0.0,0.004111202459655313,HIGH
S32261,5,2,train,0.0,0.003208045436992078,MED
S32262,25,8,train,0.0,0.004740946151039929,HIGH
S32265,25,11,train,0.0,0.004313356029542892,HIGH
S32266,25,6,train,0.0,0.002687110885536944,MED
S32268,25,13,train,0.0134936278582327,0.003318397038403766,MED
S32269,25,5,train,0.0,0.003999120055108681,HIGH
S32270,25,12,train,0.0,0.0033651867995970774,MED
S32272,25,2,train,0.0027195473622579,0.004323217404870693,HIGH
S32274,25,4,train,0.0,0.003876097478904728,MED
S32276,25,17,train,0.0,0.00397478659211644,HIGH
S32277,25,1,train,0.0,0.004486245349957058,HIGH
S32281,25,16,train,0.0054124398995921,0.0038339785937173986,MED
S32284,25,23,train,0.0,0.004158654585863499,HIGH
S32287,25,22,train,0.0026954762640807,0.003674724085423339,MED
S32288,25,20,train,0.0164847921987462,0.004285017821001598,HIGH
S32289,25,19,train,0.0,0.004333172932936528,HIGH
S32290,25,20,train,0.005494839604858,0.0037048881988846847,MED
S32291,25,19,train,0.0,0.0035240866021796326,MED
S32292,25,21,train,0.0,0.003854302151465009,MED
S32296,2,4,train,0.0027407836325033,0.0032792423740133246,MED
S32297,17,7,train,0.0,0.0041774833631818015,HIGH
S32298,17,8,train,0.0,0.0034607989794637815,MED
S32301,17,6,train,0.0,0.0037199043201273894,MED
S32302,17,5,train,0.0,0.0036263598588223258,MED
S32303,17,2,train,0.0,0.003281024638602236,MED
S32304,17,14,train,0.0,0.0030280604475369354,MED
S32305,17,17,train,0.0027353983664663,0.004272762449876137,HIGH
S32306,17,5,train,0.0054432050292147,0.003586932687417663,MED
S32307,17,17,train,0.0,0.003070565808011494,MED
S32311,8,5,train,0.0,0.0041672085215883415,HIGH
S32314,8,17,train,0.0,0.003708118330278886,MED
S32319,6,13,train,0.0,0.003331060034777974,MED
S32320,6,17,train,0.0027036142481014,0.003304675430644224,MED
S32321,5,20,train,0.0,0.0034993774468628576,MED
S32322,6,13,train,0.0,0.004151237854687116,HIGH
S32323,5,15,train,0.0,0.0038732007387324257,MED
S32324,6,7,train,0.0,0.0029311991107882117,MED
S32325,5,19,train,0.0,0.0034946833735276604,MED
S32326,5,19,train,0.0,0.0036654660984242245,MED
S32327,5,9,train,0.0,0.004309261004446456,HIGH
S32328,4,17,train,0.0,0.00313661227915166,MED
S32329,5,14,train,0.0,0.0035830463451699476,MED
S32330,6,7,train,0.0,0.00309922483829096,MED
S32331,5,20,train,0.0,0.0038971362842923673,MED
S32332,5,11,train,0.0,0.003798072754229819,MED
S32333,6,12,train,0.0,0.003299614175482424,MED
S32336,6,10,train,0.0081360704580427,0.0036642375544767222,MED
S32339,6,18,train,0.0,0.004049706698077585,HIGH
S32340,5,21,train,0.0,0.0027662368983236794,MED
S32341,7,11,train,0.0027498367803118,0.0030689328254644255,MED
S32342,6,10,train,0.0,0.0033734994482142915,MED
S32344,6,13,train,0.0,0.004333231482553818,HIGH
S32346,7,21,train,0.0,0.00328255105161484,MED
S32347,7,21,train,0.0,0.0038643299289298143,MED
S32350,7,21,train,0.0,0.003407655323246933,MED
S32351,7,24,train,0.0,0.00286274521764197,MED
S32353,7,5,train,0.0,0.0038858786466479224,MED
S32354,18,6,train,0.0,0.0026971760037727034,MED
S32357,18,9,train,0.0,0.003179657823451406,MED
S32359,18,24,train,0.0,0.0029129081077724113,MED
S32364,18,9,train,0.002738835251069,0.0020345643906278543,MED
S32365,18,9,train,0.0,0.0025843267558508074,MED
S32369,21,8,train,0.0,0.0024857209528579326,MED
S32370,21,8,train,0.0,0.003774198237544826,MED
S32374,21,8,train,0.0027514352305503,0.002259249031826109,MED
S32376,2,3,train,0.0027214236824093,0.002539439238143948,MED
S32378,2,7,train,0.0,0.0029713023684755043,MED
S32379,2,1,train,0.0,0.0033526867712291293,MED
S32380,2,5,train,0.0026917535935181,0.0030181109639022315,MED
S32382,2,1,train,0.0,0.0025655094674927915,MED
S32383,2,10,train,0.0,0.001981964406852395,MED
S32385,2,11,train,0.0,0.002037852165678623,MED
S32386,2,10,train,0.0,0.0028177508975414877,MED
S32387,2,3,train,0.0027311143715964,0.003427506530854296,MED
S32388,10,18,train,0.0107977166196846,0.0032225299398430532,MED
S32389,2,3,train,0.0,0.003404500314531964,MED
S32390,10,18,train,0.0,0.003562004982185116,MED
S32392,2,2,train,0.0054349014719069,0.00259274674398565,MED
S32393,2,2,train,0.0,0.002903632894699704,MED
S32394,2,23,train,0.0,0.002313301519797631,MED
S32395,2,22,train,0.0,0.002676356642296771,MED
S32396,2,23,train,0.0027554624131641,0.001793539126112148,MED
S32397,1,25,train,0.0,0.0005154575604960926,MED
S32398,1,24,train,0.0,0.0014829508587411713,MED
S32399,1,8,train,0.0,0.000940473195360058,MED
S32400,1,10,train,0.0,0.0005381520727495339,MED
S32401,1,10,train,0.0,0.0007946717154985931,MED
S32402,1,25,train,0.0,0.0006175152819484782,MED
S32403,1,11,train,0.0,0.0008026710566345623,MED
S32404,1,5,train,0.0,0.0007361397951605211,MED
S32405,1,14,train,0.0,0.00038769717751948343,MED
S32406,1,7,train,0.0,0.001094742116969891,MED
S32407,1,5,train,0.0,0.0005949172491571507,MED
S32410,1,4,train,0.0,0.0006243234960222514,MED
S32411,1,22,train,0.0,0.0004326391389132954,MED
S32412,1,22,train,0.0,0.0011119114739238092,MED
S32415,1,20,train,0.0,0.0005598858134686467,MED
S32418,3,3,train,0.0,0.0017919860390938971,MED
S32419,5,10,train,0.0,0.0038960939725831496,MED
S32420,5,10,train,0.0,0.003306670488777773,MED
S32421,5,10,train,0.0,0.0037366881449231453,MED
S32424,7,10,train,0.0,0.002335262655990159,MED
S32425,7,17,train,0.0,0.002434624814911215,MED
S32430,22,9,train,0.0,0.0021804793070287353,MED
S32431,22,22,train,0.0,0.003380339509018766,MED
S32432,22,19,train,0.0,0.0027548331102054666,MED
S32433,22,19,train,0.0026989014330786,0.003308605406605277,MED
S32434,17,18,train,0.0,0.00347283898275367,MED
S32435,6,7,train,0.0,0.0028413051850991505,MED
S32437,6,12,train,0.0082158266245681,0.004324339836288397,HIGH
S32440,11,13,train,0.0,0.0028681859744812696,MED
S32441,9,4,train,0.0,0.0020368495791931013,MED
S32442,25,17,train,0.0,0.004053156136317978,HIGH
S32443,25,5,train,0.0,0.0034898438700177257,MED
S32444,25,4,train,0.0027506129383962,0.0027491501917676388,MED
S32446,25,19,train,0.0,0.0041666376843202055,HIGH
S32448,14,2,train,0.0,0.002428668175816085,MED
S32449,14,5,train,0.0,0.0035105396299974887,MED
S32451,13,2,train,0.0027502019766039,0.0028749404285417163,MED
S32453,15,15,train,0.0,0.0013775810824361182,MED
S32454,15,22,train,0.0027571132968307,0.003296219890227584,MED
S32456,26,17,train,0.0,0.0008998247900544034,MED
S32457,21,2,train,0.0,0.0024254664678718383,MED
S32459,21,1,train,0.0026956517022742,0.0035426826049100683,MED
S32461,19,22,train,0.0027077238230663,0.0031438923961065847,MED
S32462,19,22,train,0.0027071043787549,0.0029905481071887804,MED
S32463,19,19,train,0.0054051996498039,0.0024693500097511673,MED
S32464,28,14,train,0.0,0.002086157133779205,MED
S32466,16,1,train,0.0,0.001938147349928918,MED
S32467,16,10,train,0.0,0.0014342206179560244,MED
S32469,16,6,train,0.0,0.0014581748355108745,MED
S32470,16,6,train,0.0081133584733173,0.0008953048298099715,MED
S32471,23,14,train,0.0,0.002558756220447977,MED
S32473,23,9,train,0.0082117542091436,0.002682322349150191,MED
S32475,10,6,train,0.0027505216029397,0.0018658152341270206,MED
S32476,4,10,train,0.0,0.003304270970665283,MED
S32477,4,10,train,0.0,0.0035288601841917825,MED
S32479,13,15,train,0.0,0.0031544010208647546,MED
S32480,13,20,train,0.0,0.002464397517035924,MED
S32482,13,20,train,0.0,0.0020781663916874136,MED
S32484,13,11,train,0.0,0.002899520908133425,MED
S32486,13,18,train,0.0,0.002475749826660541,MED
S32489,12,25,train,0.0,0.0024825008403507915,MED
S32491,27,1,train,0.0,0.0015666496009204682,MED
S32492,27,3,train,0.0,0.0012125475978196536,MED
S32493,27,1,train,0.0,0.0009264804247216598,MED
S32494,22,6,train,0.0,0.0021393909583946593,MED
S32495,22,16,train,0.0,0.0027127855310389738,MED
S32496,22,3,train,0.0,0.002540294147824646,MED
S32499,22,14,train,0.0,0.0013660010105831723,MED
S32500,22,16,train,0.0,0.002514317891633735,MED
S32501,22,8,train,0.0,0.0021153249990497505,MED
S32505,18,25,train,0.0,0.0016159103447212556,MED
S32506,9,21,train,0.0,0.0027735411270778465,MED
S32507,2,16,train,0.0,0.0021367113199006905,MED
S32509,2,16,train,0.0,0.0020102847009168864,MED
S32511,9,21,train,0.0,0.0028191803738232654,MED
S32512,9,14,train,0.0,0.0035666200895526114,MED
S32513,9,14,train,0.0,0.0030785669025148055,MED
S32516,2,16,train,0.0,0.002042571217541765,MED
S32517,10,2,train,0.0,0.0038583618236489635,MED
S32518,10,2,train,0.0,0.0032080126340258306,MED
S32519,10,2,train,0.0027306191967474,0.0027802381597215745,MED
S32521,10,3,train,0.0,0.002487738106007791,MED
S32522,2,19,train,0.0,0.002076914296342676,MED
S32523,10,24,train,0.0,0.0030607677485051405,MED
S32524,9,5,train,0.0,0.003439262722674116,MED
S32525,17,25,train,0.0,0.002563729719273715,MED
S32527,21,10,train,0.0,0.0012073908231600115,MED
S32528,11,24,train,0.0,0.00223835180474965,MED
S32529,11,17,train,0.0,0.0025455964170593803,MED
S32534,11,3,train,0.0,0.001493902508315374,MED
S32538,24,23,train,0.0027339087193535,0.0025608869950232505,MED
S32539,24,24,train,0.0027106922355302,0.0017050071812103778,MED
S32541,24,24,train,0.0,0.0022358809240739497,MED
S32542,24,20,train,0.0,0.002555609158189676,MED
S32543,24,18,train,0.0,0.003432143197051478,MED
S32545,24,21,train,0.0,0.0021715741987390815,MED
S32546,24,22,train,0.0,0.002831675250705725,MED
S32548,27,11,train,0.0,0.0023214267517473386,MED
S32550,27,9,train,0.0,0.0025404497992233734,MED
S32551,27,8,train,0.0,0.00301288745335183,MED
S32552,24,1,train,0.0,0.0033177428560078105,MED
S32555,24,5,train,0.0,0.002664743249078912,MED
S32556,24,4,train,0.0,0.0032599373137226165,MED
S32557,24,5,train,0.0,0.002878605371724325,MED
S32562,24,5,train,0.0,0.004048937751767282,HIGH
S32563,15,12,train,0.0,0.000331250848887103,MED
S32565,15,24,train,0.0,0.0003094382738391205,MED
S32566,15,15,train,0.0,0.0008451290253149043,MED
S32568,15,16,train,0.0,0.0003830027735857037,MED
S32569,15,9,train,0.0,0.0004823867489323639,MED
S32570,14,18,train,0.0187742502981538,0.0016995052108210887,MED
S32571,3,6,train,0.0,0.0032857922041099087,MED
S32572,14,16,train,0.0,0.0031167029021184596,MED
S32575,14,16,train,0.0,0.002761469686501018,MED
S32577,14,13,train,0.0026934603649449,0.003058087038122727,MED
S32578,14,17,train,0.0,0.0032180085836266852,MED
S32579,14,17,train,0.0,0.0031866707659332217,MED
S32580,12,12,train,0.0,0.0036050032277326802,MED
S32584,14,1,train,0.0,0.0034505731642001983,MED
S32585,14,5,train,0.0,0.0035084709547254867,MED
S32586,14,4,train,0.0,0.00272620739516649,MED
S32587,14,2,train,0.0027547293215162,0.003461015904022843,MED
S32588,14,5,train,0.0,0.003685291649482597,MED
S32590,14,4,train,0.0027267540105778,0.003734533150060845,MED
S32592,14,16,train,0.0,0.0028794972416023327,MED
S32595,23,7,train,0.0027080336515409,0.004115117774169744,HIGH
S32597,23,4,train,0.0027058663400027,0.003295959045954479,MED
S32598,23,1,train,0.0,0.002361041208726246,MED
S32599,23,1,train,0.0,0.002821685785000379,MED
S32600,23,3,train,0.0054613284104457,0.004526220315606676,HIGH
S32601,23,1,train,0.0,0.002403911444067759,MED
S32602,23,4,train,0.0,0.0031070814279741104,MED
S32603,26,24,train,0.0,0.0021641909795418507,MED
S32605,10,16,train,0.0,0.004066263290495283,HIGH
S32606,10,25,train,0.0,0.003347016004449033,MED
S32607,10,25,train,0.0,0.0028440181517933026,MED
S32608,9,2,train,0.0,0.0035232550408750437,MED
S32613,10,13,train,0.0,0.003613992688644612,MED
S32615,10,21,train,0.0,0.002277492719988004,MED
S32617,10,16,train,0.0,0.0029470315195669894,MED
S32619,10,5,train,0.0082125683692185,0.0026848385647657525,MED
S32624,10,8,train,0.0,0.002729769088853491,MED
S32625,10,9,train,0.0,0.002405734491263749,MED
S32627,10,4,train,0.0053647663304242,0.0027494131661312256,MED
S32628,10,3,train,0.0,0.0021850269283670873,MED
S32629,10,4,train,0.0,0.003459973872684358,MED
S32630,24,10,train,0.0,0.003100766915350852,MED
S32631,16,4,train,0.0081602495690009,0.0014243060301635006,MED
S32632,6,10,train,0.0,0.0031825123146466696,MED
S32633,9,24,train,0.0,0.004621867929846776,HIGH
S32634,2,17,train,0.0,0.003615725687060646,MED
S32635,3,16,train,0.0,0.001977346677462332,MED
S32636,3,9,train,0.0,0.0021607297089678143,MED
S32637,3,11,train,0.0,0.003060902029675693,MED
S32639,3,9,train,0.0,0.002562495971530844,MED
S32641,3,24,train,0.0,0.0026321511766126027,MED
S32642,3,22,train,0.0,0.002191077829104254,MED
S32644,3,22,train,0.0,0.0024945395450859786,MED
S32645,21,2,train,0.0,0.0024069308876088482,MED
S32647,21,16,train,0.0,0.002248801128112459,MED
S32648,19,25,train,0.0054136779787483,0.0024910296511853136,MED
S32649,21,16,train,0.0,0.0027336426651177175,MED
S32650,21,4,train,0.0,0.0015199334446439295,MED
S32652,26,3,train,0.0,0.0022879533398946503,MED
S32653,17,3,train,0.0,0.0039790382717834446,HIGH
S32657,9,24,train,0.0,0.004623022878158325,HIGH
S32659,9,6,train,0.0,0.0027507977135224552,MED
S32663,24,5,train,0.0025553618896309,0.0029646399300379436,MED
S32665,9,4,train,0.0025724238236466,0.003572354729392835,MED
S32666,9,4,train,0.0,0.0027616415412452418,MED
S32667,8,1,train,0.0,0.004181198186701783,HIGH
S32668,10,16,train,0.0,0.0013263308398537743,MED
S32669,10,16,train,0.0,0.0025168555356083456,MED
S32670,10,3,train,0.0,0.0022658186884280036,MED
S32671,8,1,train,0.0,0.00304487855415859,MED
S32673,9,2,train,0.0,0.003453438602303397,MED
S32676,8,4,train,0.0,0.004068892479387927,HIGH
S32677,10,25,train,0.0,0.0030767595592602697,MED
S32678,10,21,train,0.0,0.0032056674502499213,MED
S32679,10,9,train,0.0,0.0038074053943424136,MED
S32681,8,2,train,0.0,0.0032370921048116273,MED
S32683,8,3,train,0.0,0.003869629479586886,MED
S32685,10,8,train,0.0,0.003187742169758365,MED
S32686,10,8,train,0.0,0.0027390243519304423,MED
S32687,10,5,train,0.0025674405149345,0.003644348083384337,MED
S32688,10,4,train,0.0,0.0031131846147290777,MED
S32689,10,9,train,0.002531813226559,0.002485685931805798,MED
S32690,14,10,train,0.0,0.003289136614627348,MED
S32693,24,23,train,0.0,0.002785713791250479,MED
S32695,24,19,train,0.0,0.004102559525400553,HIGH
S32698,24,21,train,0.0025513477995266,0.0024543682937918096,MED
S32699,24,18,train,0.0025342144445124,0.0032293312162671997,MED
S32702,4,12,train,0.0050955544619422,0.004547204835117979,HIGH
S32703,4,19,train,0.005127728942264,0.003452296215814809,MED
S32705,6,21,train,0.0,0.004274597123864268,HIGH
S32706,4,22,train,0.0,0.0028985695930886443,MED
S32711,4,13,train,0.0,0.003241462075316585,MED
S32713,6,22,train,0.0,0.0023250550870278215,MED
S32715,5,7,train,0.0,0.0031494771249146497,MED
S32717,5,8,train,0.0025680773006768,0.003912030164188131,MED
S32719,5,5,train,0.0102170349013501,0.002479243632102528,MED
S32720,5,2,train,0.0,0.004347871391072235,HIGH
S32722,5,7,train,0.0,0.003628299104873906,MED
S32723,5,3,train,0.0025718647312996,0.004164967319209912,HIGH
S32724,5,5,train,0.0,0.002950644423537863,MED
S32727,8,23,train,0.0026011001031019,0.003019529213022213,MED
S32729,7,5,train,0.0,0.0037059562096753667,MED
S32731,5,21,train,0.0,0.0035298080302749724,MED
S32732,8,25,train,0.0,0.0026673008267746883,MED
S32733,8,4,train,0.0,0.0030832970159875464,MED
S32734,4,18,train,0.0,0.002441682939084769,MED
S32735,5,15,train,0.0,0.003251393687792424,MED
S32736,10,5,train,0.0,0.001998001981710977,MED
S32737,8,4,train,0.0,0.0030424423778046663,MED
S32739,7,21,train,0.0,0.0025098822572177664,MED
S32741,5,22,train,0.0,0.0022938233392063626,MED
S32742,11,9,train,0.0,0.0024875026731554866,MED
S32743,11,16,train,0.0,0.002667824872381199,MED
S32744,11,13,train,0.0,0.003835189071878574,MED
S32746,12,14,train,0.0,0.0034081985732217035,MED
S32747,12,12,train,0.0077696312160958,0.003655959858939274,MED
S32749,13,17,train,0.0,0.0026948071249826133,MED
S32752,15,14,train,0.0,0.0020058210111533414,MED
S32754,14,14,train,0.0,0.0026847356674098845,MED
S32755,16,18,train,0.0,0.0037093805489496244,MED
S32757,16,19,train,0.0,0.0034844470364610567,MED
S32758,16,18,train,0.0,0.0025947378781655058,MED
S32762,16,15,train,0.0,0.0019922014558533805,MED
S32764,16,13,train,0.0,0.003119202451280648,MED
S32766,13,8,train,0.0,0.002974418573711395,MED
S32767,12,14,train,0.0,0.002559697425236279,MED
S32768,16,12,train,0.0,0.0028092055952708235,MED
S32769,16,13,train,0.0050720755198367,0.0029566213742830893,MED
S32771,16,16,train,0.0025664064113686,0.003341679867280875,MED
S32772,16,14,train,0.0,0.0034908246803891487,MED
S32773,16,12,train,0.0,0.0032290265386995336,MED
